Frequency (Hz),Real,Imag,Magnitude,Magnitude (dB)
930.0,-2.5138031816067e-12,3.7491525311916305e-12,9.02781283323853e-16,-239.9921620788379
931.0,1.6241771541288494e-12,6.76510291489744e-12,1.391467841915837e-15,-239.9879222648329
932.0,-3.780621191103836e-12,5.903235583428164e-12,1.4020169320529028e-15,-239.9878307644027
933.0,-4.995370478021843e-12,6.107370969775558e-13,1.006513308691281e-15,-239.99126193323437
934.0,2.6494855482456777e-12,-1.282100127324368e-12,5.886783300529367e-16,-239.994888309416
935.0,1.8850033723901075e-12,1.429901751794719e-12,4.731958044491808e-16,-239.995890845606
936.0,-3.4314411305933687e-12,4.723584988110513e-12,1.1676822062981159e-15,-239.9898635581441
937.0,3.530775263943839e-12,6.656823864085732e-13,7.185960479727759e-16,-239.99376059557025
938.0,9.406141858013024e-13,4.234352294276648e-12,8.675135595153901e-16,-239.9924681394859
939.0,2.7176411373852533e-12,2.506252166412128e-12,7.393746891327589e-16,-239.99358024605843
940.0,-1.5063869964524052e-12,7.45180727307627e-13,3.361247446667158e-16,-239.9970809481185
941.0,-4.4647616869055946e-13,6.538732257031825e-12,1.310791524207524e-15,-239.9886220649046
942.0,-5.671426993449995e-12,8.233772492356525e-13,1.146176849122196e-15,-239.99005013544635
943.0,4.708681630609878e-12,-3.198925197276615e-12,1.1385043718179413e-15,-239.99011670169614
944.0,4.189197315146541e-12,5.051812175022644e-12,1.3125575095505416e-15,-239.98860674584446
945.0,1.1236377541702118e-12,4.892064385158051e-13,2.451028145152149e-16,-239.9978713248646
946.0,1.1483253575010027e-11,5.012916692410819e-12,2.505948494546778e-15,-239.97826083518916
947.0,1.1347976619189806e-12,2.0729123463744997e-11,4.152032395387494e-15,-239.96401056788812
948.0,-1.092828646791309e-11,2.3457862997352486e-12,2.2354432087512124e-15,-239.98060485729889
949.0,5.439123965211138e-12,4.584798531026638e-12,1.4227360553389819e-15,-239.9876510542029
950.0,-3.4845003518497654e-12,1.1709744285326451e-11,2.4434390021424854e-15,-239.97880244542222
951.0,-4.94885920706242e-12,8.383366912800918e-12,1.9470187286821014e-15,-239.98310485245167
952.0,-1.2278823082090203e-11,-9.389343877252383e-13,2.4629339744761664e-15,-239.97863352862845
953.0,1.1898474525089313e-12,-1.4895049485272935e-12,3.8128005203153697e-16,-239.99668887473976
954.0,-3.2345028207089905e-12,4.1106975836351166e-12,1.0461327472415343e-15,-239.99091815599007
955.0,1.49159265379026e-12,1.5439951884733847e-12,4.293609105109608e-16,-239.99627141891264
956.0,4.196015975395566e-13,2.0234363903021883e-12,4.132970034373295e-16,-239.99641088947362
957.0,2.0515602205194594e-12,4.955199126638989e-12,1.0726210462798435e-15,-239.99068832502553
958.0,-5.070778793021306e-12,5.371336590912272e-12,1.4773497127034976e-15,-239.98717737286043
959.0,5.916605088108939e-12,2.909333518060817e-12,1.3186422909636824e-15,-239.988553963545
960.0,-2.6021220316456322e-12,6.909176706937438e-12,1.476587441843692e-15,-239.9871839840964
961.0,7.28949075177315e-12,1.1883544464348497e-11,2.78822742584843e-15,-239.97581546463948
962.0,-1.6868347490894178e-11,2.0634305126088467e-11,5.3303496887543e-15,-239.95382412860098
963.0,-1.0377067363890365e-11,-7.843362191095142e-12,2.6015522868888823e-15,-239.977432546442
964.0,-2.8336945101835918e-12,6.84361874572102e-13,5.830326149509123e-16,-239.9949373187619
965.0,-1.7517218831935285e-12,-4.0464996327857304e-12,8.818772892912966e-16,-239.99234348674747
966.0,8.781561082622254e-13,6.185403774751421e-12,1.2494859424129171e-15,-239.98915387762838
967.0,2.0067500908027974e-12,3.658359082192849e-12,8.345211106065547e-16,-239.99275446458847
968.0,-3.612117978677781e-12,5.068837373061097e-12,1.2448374770455489e-15,-239.9891942033928
969.0,-2.1220208185439142e-12,1.8091293127990444e-12,5.577067768913168e-16,-239.99515717079936
970.0,-2.4346822578405057e-12,5.129214986970041e-12,1.1355443466320709e-15,-239.99014238294802
971.0,2.2975940227006766e-12,9.308095438232621e-13,4.957961153547836e-16,-239.99569463686203
972.0,-3.289535581284387e-12,6.439586889624801e-12,1.4462271419049446e-15,-239.9874473054913
973.0,-4.2536280795411436e-13,3.1503188212142447e-12,6.357811634104086e-16,-239.99447942973205
974.0,-3.487854620854391e-12,9.58097124517802e-12,2.0392169071204114e-15,-239.9823056222084
975.0,2.8294871012221406e-12,2.999575836774882e-12,8.247048552432854e-16,-239.99283965682258
976.0,-7.331472869945002e-12,6.797884312179104e-12,1.9996172190147834e-15,-239.98264888753317
977.0,-7.467900692980356e-13,5.945927162972493e-12,1.1985281846494274e-15,-239.98959594998894
978.0,-5.654189817590202e-12,1.1659405003666511e-11,2.591614072603129e-15,-239.97751864511213
979.0,5.164902363185688e-12,3.798883156766788e-12,1.2823061983786479e-15,-239.98886916492384
980.0,-1.157982245458386e-11,7.429403496927032e-12,2.751641869138033e-15,-239.97613236495428
981.0,1.260679747770454e-12,6.1462685033407e-12,1.2548454875656446e-15,-239.98910738342914
982.0,-1.4124860909249377e-11,2.1251712533315013e-11,5.103516361507228e-15,-239.9557841525424
983.0,1.9726421778933282e-11,3.645899374867595e-12,4.012103181385211e-15,-239.96522103638557
984.0,-5.566473613476428e-11,2.091006379159166e-11,1.1892507921748657e-14,-239.89731239213575
985.0,-2.2643415546308052e-11,-1.2787845330876137e-11,5.200973969591449e-15,-239.9549419855643
986.0,3.5982907372222157e-11,-3.093389707181518e-11,9.490364821243861e-15,-239.9179564373278
987.0,-1.8364353818738266e-11,1.030520605139635e-11,4.211635135866082e-15,-239.96349502099346
988.0,1.556841154873595e-11,6.207355197002479e-12,3.3520542757692247e-15,-239.9709331162145
989.0,-5.4788303530849364e-14,9.378692984797796e-12,1.8757706028328646e-15,-239.9837225251936
990.0,5.891496188509296e-12,3.6353529527789835e-12,1.3845651798380378e-15,-239.98798213748967
991.0,-5.9038695226478074e-12,1.3752456832323479e-11,2.9932306577700983e-15,-239.9740399616833
992.0,6.614362451568354e-12,1.2180255683400058e-11,2.772063629527408e-15,-239.97595547234866
993.0,-9.158353291520274e-14,1.6363835433441173e-11,3.2728183428735916e-15,-239.9716190785767
994.0,4.139418389532438e-12,1.5558463428148107e-11,3.2199414208871654e-15,-239.97207687550286
995.0,-5.242767718026813e-12,2.3395881808193966e-11,4.7952222010170305e-15,-239.95844877342475
996.0,2.255379325353411e-12,2.491773366439557e-11,5.003919211462087e-15,-239.95664489246002
997.0,5.628767157348597e-13,3.748463743960575e-11,7.497772667068026e-15,-239.9351181061087
998.0,1.6009755325985059e-12,5.2882608746142525e-11,1.0581367455019354e-14,-239.90857426614866
999.0,-1.9192435532802173e-12,1.0790429011226082e-10,2.158427142198481e-14,-239.81451604408673
1000.0,-3.381387851367075e-10,-2000.0,0.4,-7.9588001734190374
1001.0,-7.013343304781424e-13,-1.0867147279574325e-10,2.17347471753771e-14,-239.81323673745118
1002.0,1.7661222769914844e-12,-5.643053115265477e-11,1.1291632360412777e-14,-239.90247172376706
1003.0,-3.59008409986395e-13,-3.59407698012923e-11,7.18851256087913e-15,-239.93778472392665
1004.0,1.205706997485957e-12,-2.531541888925586e-11,5.06882299119738e-15,-239.9560839704036
1005.0,-2.748138846358176e-13,-2.1706235423767397e-11,4.341595001578121e-15,-239.96237101089943
1006.0,6.52662680694303e-13,-2.0858238690943488e-11,4.173689446344291e-15,-239.9638232369662
1007.0,-2.1943666347353315e-12,-1.547464434022985e-11,3.1258909922404358e-15,-239.97289120335307
1008.0,2.0276302187987203e-12,-1.1440494857175268e-11,2.3237573615267103e-15,-239.9798395149884
1009.0,9.699779775437915e-14,-1.1717717304829135e-11,2.343623753153747e-15,-239.97966735946096
1010.0,-9.365846156847502e-13,-1.1583719183601765e-11,2.3243041183707513e-15,-239.97983477693023
1011.0,2.3028767974785505e-13,-1.0309320688422892e-11,2.062378485847716e-15,-239.98210485502457
1012.0,-3.2112155478193903e-13,-8.344173530583645e-12,1.6700700699244724e-15,-239.98550605527046
1013.0,-1.023353292313935e-12,-7.924274392796196e-12,1.5980159775573618e-15,-239.98613088816117
1014.0,5.597266474394541e-13,-8.230616099937918e-12,1.6499252747250232e-15,-239.9856807407608
1015.0,-9.636361905456967e-13,-4.20819246789805e-12,8.634229219705323e-16,-239.99250363958797
1016.0,6.592764835754824e-14,-4.772850168616077e-12,9.546610956119762e-16,-239.99171187462804
1017.0,1.2955178161391876e-12,-7.837317084344703e-12,1.5887341563961593e-15,-239.9862113807805
1018.0,7.009160157334425e-13,-3.45603083890191e-12,7.052781698181982e-16,-239.9938761908935
1019.0,1.863216318787225e-12,-5.335861943963457e-12,1.1303627335617979e-15,-239.99018733893425
1020.0,-1.2554347837133602e-12,2.7583154371127794e-12,6.061161785259349e-16,-239.99473693661832
1021.0,3.400546311051551e-12,-2.214652673577307e-12,8.116255707699068e-16,-239.99295316917224
1022.0,-6.7825803437206415e-12,2.3722242405296636e-11,4.934564543522273e-15,-239.95724432074775
1023.0,-3.8736031006646315e-11,-1.3603995813313622e-11,8.211087139317227e-15,-239.9289706200651
1024.0,5.255528266698074e-12,-2.4846733311512527e-11,5.079294177798679e-15,-239.95599347799617
1025.0,-2.950813570257645e-12,-4.446688096189809e-12,1.0673394165159051e-15,-239.9907341516452
1026.0,1.3395301443373907e-12,-1.1535907850262012e-11,2.3226838866907847e-15,-239.97984881746066
1027.0,-3.9561359354749046e-12,-5.484806714156782e-12,1.3525400730716294e-15,-239.98825992386742
1028.0,4.237065936853563e-12,-8.198837135879688e-12,1.8457915173055123e-15,-239.98398243658374
1029.0,-3.6186341427079855e-12,-2.2405305304844194e-12,8.512224178627993e-16,-239.99260952104564
1030.0,2.4019185973377817e-12,-6.137855488735285e-12,1.3182182360874085e-15,-239.9885576419891
1031.0,-2.56528128768761e-12,-3.2847085389451314e-12,8.335461179989807e-16,-239.99276292620934
1032.0,-1.6357536551046817e-12,-6.454443622542297e-12,1.331698652049558e-15,-239.9884407075171
1033.0,-2.029926492497424e-12,-5.416776043809482e-12,1.1569280750976908e-15,-239.98995685889693
1034.0,4.089866832555843e-12,-4.984203328752382e-12,1.289485068240601e-15,-239.98880689013137
1035.0,-4.4168078481529194e-12,1.1449567977921176e-12,9.125594257102516e-16,-239.9920772239925
1036.0,1.3915230419969095e-12,-3.4332661984876378e-12,7.409089867476595e-16,-239.99356692917507
1037.0,-1.3773871172714456e-11,7.902261351893163e-12,3.1759424526030616e-15,-239.9724578274235
1038.0,-1.52053479956095e-11,-2.0278433816683536e-11,5.0691912006757055e-15,-239.9560807883068
1039.0,7.628486042182867e-12,-1.1951094685370663e-11,2.835647816457282e-15,-239.97540473131647
1040.0,-5.961899976953037e-14,-5.229889772567469e-12,1.0460459159776752e-15,-239.99091890940872
1041.0,1.4138101951194156e-12,-3.479384319955673e-12,7.511317997203155e-16,-239.99347820114275
1042.0,-5.6546457499427625e-12,-8.053386079679767e-12,1.9680655060818033e-15,-239.982922399625
1043.0,3.5730106249817106e-12,-9.669688085350126e-12,2.0617397759581042e-15,-239.98211039137192
1044.0,1.800213228023308e-12,-3.919929364688518e-12,8.627076883973488e-16,-239.99250984667074
1045.0,2.201519262228901e-12,-5.557763795954261e-12,1.1955822928361695e-15,-239.98962150708684
1046.0,1.7382879943888356e-13,-2.812957318727239e-12,5.636646282496534e-16,-239.99510545055875
1047.0,7.425010242647672e-13,-4.777161921730983e-12,9.669040034557865e-16,-239.99160563615368
1048.0,2.3541367126425497e-12,-3.343885256255447e-12,8.178882140931982e-16,-239.99289881682742
1049.0,2.9508860919301418e-12,-2.54215302435744e-12,7.78980634593606e-16,-239.9932364941559
1050.0,-9.400537110917062e-13,-7.807168615259263e-12,1.572712087660377e-15,-239.9863503270657
1051.0,-1.1104962888272303e-12,-8.847390155984049e-13,2.8396937392761817e-16,-239.99753382350022
1052.0,-2.628464625251511e-12,-3.691188327193163e-12,9.062824626573247e-16,-239.99213169546334
1053.0,-6.158944115817795e-13,-4.858131492707508e-12,9.79403237214461e-16,-239.99149717473836
1054.0,-1.1539658776161298e-12,-3.1169186637083235e-12,6.647351112398276e-16,-239.99422810236427
1055.0,-1.9138196139223474e-12,-2.85906746559688e-13,3.870115338003367e-16,-239.99663911083826
1056.0,-9.138896918823533e-13,-1.539817918159538e-12,3.5811917513665737e-16,-239.9968899732144
1057.0,1.2812480085276613e-12,-6.413386444939873e-12,1.3080232742806163e-15,-239.9886460781748
1058.0,1.735807764595431e-12,-5.6472450888330365e-12,1.1815990130154753e-15,-239.9897428201206
1059.0,-1.9556312041404355e-13,-8.575227967572931e-12,1.7154915287451707e-15,-239.98511219620895
1060.0,-1.3109784798857388e-11,-1.0615449988592889e-11,3.3737470914854832e-15,-239.97074532632996
1061.0,1.9872795739440476e-11,-5.112516418234055e-12,4.103977751539285e-15,-239.96442624928633
1062.0,6.829493236477774e-12,-5.643862544446245e-12,1.771949912245816e-15,-239.98462265853757
1063.0,9.683844578956454e-13,-2.2282887640839383e-12,4.85923420898255e-16,-239.99578034792438
1064.0,-2.4165299794031664e-12,-2.4377126102870277e-12,6.865001066775347e-16,-239.99403918165405
1065.0,1.6051974773932914e-12,7.400327056985818e-13,3.5351420604741473e-16,-239.9969299572407
1066.0,4.654146934957883e-12,3.246110222877509e-12,1.134871186897398e-15,-239.99014822330918
1067.0,-4.192246581045963e-12,2.889646089633398e-12,1.0183316929100294e-15,-239.99115938387664
1068.0,-3.300441712711167e-13,-4.5605537763844206e-12,9.144961432894998e-16,-239.9920604172308
1069.0,1.3170886793440414e-12,-7.160160713498291e-12,1.456058021266743e-15,-239.9873620392915
1070.0,1.0554210338576553e-13,-3.684318655556188e-12,7.371660082034834e-16,-239.99359941626443
1071.0,-1.914497568168362e-12,-6.7795843811105066e-12,1.408943793330594e-15,-239.98777068289345
1072.0,6.706950172156637e-12,1.731695843177533e-13,1.3418370738167093e-15,-239.98835276386475
1073.0,2.7446334107042342e-12,-7.316793254633107e-12,1.5629264357633533e-15,-239.98643519110664
1074.0,-3.860198043707378e-12,1.841462898997888e-12,8.553856333848021e-16,-239.99257339064528
1075.0,6.045375868321682e-12,-9.750587863507949e-12,2.2945198458350685e-15,-239.98009288375943
1076.0,8.70753252651525e-12,-5.506336344017964e-12,2.0604937528056148e-15,-239.9821211919303
1077.0,-5.394811218242433e-13,9.42680353140512e-12,1.8884455480687476e-15,-239.9836126388361
1078.0,4.241988947752686e-12,-4.4242783379649014e-12,1.225866371912394e-15,-239.989358781007
1079.0,-8.811629152474827e-13,-1.3383243357722208e-12,3.2047215859900203e-16,-239.99721686013396
1080.0,-1.119147490065696e-13,-1.030562603405891e-12,2.073243054331962e-16,-239.99819939061234
1081.0,1.7103409782873826e-14,-7.262455301620529e-13,1.4528937975042253e-16,-239.99873812414825
1082.0,2.450479820830818e-12,-1.0422847572937218e-12,5.325864762678778e-16,-239.99537524407634
1083.0,1.148856737810182e-12,7.011231489007684e-13,2.691799007308222e-16,-239.99766224771332
1084.0,2.9268780993981205e-12,-9.753422511534705e-13,6.170221362519006e-16,-239.9946422665704
1085.0,9.74475256247199e-13,-7.769264867276482e-13,2.492562368982578e-16,-239.99783525761129
1086.0,2.4455312858534662e-12,-1.3986531120059503e-12,5.634484465436758e-16,-239.99510732723164
1087.0,-1.7006064354018864e-12,-2.5158689881810262e-12,6.073436922804527e-16,-239.9947262810344
1088.0,5.901573579508891e-12,-2.422760597198915e-12,1.2759050062711884e-15,-239.98892469394457
1089.0,5.096477363516498e-13,4.4776867991932916e-12,9.01319474700025e-16,-239.9921747645032
1090.0,1.428286084506211e-12,3.4842778309747802e-12,7.531319444192074e-16,-239.9934608411636
1091.0,-6.541730561663288e-12,1.5829569152788056e-12,1.3461053649254721e-15,-239.98831573971864
1092.0,-1.7289683554260232e-12,-6.3016132512257065e-12,1.306899554550203e-15,-239.98865582593555
1093.0,2.020423202292428e-12,-9.863495230488726e-13,4.496663339846704e-16,-239.99609512572852
1094.0,-1.862863514056713e-12,-2.1034120914615733e-12,5.6194671984132e-16,-239.9951203637284
1095.0,-9.4927866652102e-13,-2.5852582677320535e-12,5.508063288521244e-16,-239.99521707412768
1096.0,2.8731813493605515e-12,-2.0084820367222874e-12,7.011182826927117e-16,-239.99391229782364
1097.0,-3.4842080587408166e-13,-3.2986363118809034e-12,6.633972739173773e-16,-239.9942397149601
1098.0,7.467704955426327e-12,-6.826865723878236e-13,1.499769025649184e-15,-239.98698293062122
1099.0,-1.2619259027017598e-12,7.504824539985713e-12,1.5220361146816643e-15,-239.98678981292534
1100.0,-2.6818862866648572e-12,-2.922284467975856e-12,7.932782756731448e-16,-239.99311240397432
1101.0,-5.329983473817358e-13,-9.881818445524478e-13,2.2455205153502737e-16,-239.99804978461663
1102.0,2.8425947893198994e-12,-1.3288790853445044e-12,6.275751671229412e-16,-239.99455066111489
1103.0,-1.5303643426848437e-13,-2.0429573170731553e-12,4.097362444107846e-16,-239.99644180511126
1104.0,7.45290617848386e-13,-1.2463026880185386e-12,2.9042923373621077e-16,-239.99747772998086
1105.0,7.968361064134775e-13,4.0549469239832065e-13,1.7881540493451895e-16,-239.998446967976
1106.0,-2.3425218309499718e-12,-2.4268183773554285e-12,6.745919052330007e-16,-239.99414254463434
1107.0,-1.9463111101616822e-14,2.197734486960818e-12,4.395641335628139e-16,-239.99618283333035
1108.0,2.125853463564098e-12,-8.309187977114735e-13,4.56494424804411e-16,-239.99603584454437
1109.0,4.2095995454749653e-13,6.480671898841424e-13,1.5455722124015548e-16,-239.99865763676684
1110.0,-8.953430430156559e-13,-9.982953574676715e-13,2.68196404555918e-16,-239.99767078795787
1111.0,-2.9679504537180144e-12,4.014129027333891e-12,9.984380149775848e-16,-239.99133200410003
1112.0,-7.464524265211931e-12,-7.143686998794537e-12,2.066411250866427e-15,-239.98206989903568
1113.0,5.735981863562269e-12,-1.375711738961464e-12,1.1797299814420529e-15,-239.98975903517805
1114.0,-4.632678085942149e-12,6.511036101996322e-12,1.5981901935560497e-15,-239.98612937735464
1115.0,7.912542697692159e-13,-7.2060235810777124e-12,1.4498670169429482e-15,-239.987415735653
1116.0,-4.611698260233388e-13,-7.48481141222164e-13,1.7582964792089297e-16,-239.9984728973341
1117.0,-5.095414557814677e-13,-2.4207973193718038e-12,4.947683157453642e-16,-239.99570355979665
1118.0,-2.3616048525272673e-14,-2.123910078326574e-12,4.2480827386316945e-16,-239.99631094573084
1119.0,-3.226180296232947e-12,1.0098298602915028e-12,6.761063718243767e-16,-239.99412939902254
